stop_id,povp_delavnik_postanek,imena
815022,4.88333333333333,Sp. Pirniče
815031,6.21428571428571,KS. Pirniče
815032,9.52777777777778,KS. Pirniče
815041,5.09090909090909,ZG. Pirniče
815042,12.9583333333333,ZG. Pirniče
815101,4.75555555555556,Gostilna Kovač
815102,,Gostilna Kovač
815111,5.78571428571429,Kajakaška
815112,4.7,Kajakaška
815141,5.28571428571429,Zavrh
815142,,Zavrh
815151,,Preska
815152,7.22916666666667,Preska
815172,,Vaše Helios
815181,,Vaše
815182,4.3,Vaše
815191,,Goričane pod gradom
815192,3,Goričane pod gradom
815201,7.33333333333333,Goričane kopališče
815202,,Goričane kopališče
815211,7,Rakovnik pri Sori
815212,5.33333333333333,Rakovnik pri Sori
816041,3.5,Sora
835011,3.16666666666667,Verje
835012,5.28888888888889,Verje
